,0,1
1394,2022022802,-1307
1395,2022022803,-1468
1396,2022022804,-1418
1397,2022022805,-1114
1398,2022022806,-431
1399,2022022807,251
1400,2022022808,853
1401,2022022809,1249
1402,2022022810,1303
1403,2022022811,1016
1404,2022022812,523
1405,2022022813,0
1406,2022022814,-489
1407,2022022815,-784
1408,2022022816,-891
1409,2022022817,-698
1410,2022022818,-344
1411,2022022819,181
1412,2022022820,717
1413,2022022821,1052
1414,2022022822,1051
1415,2022022823,716
1416,2022030100,142
1417,2022030101,-509
1418,2022030102,-982
1419,2022030103,-1426
1420,2022030104,-1581
1421,2022030105,-1528
1422,2022030106,-1186
1423,2022030107,-400
1424,2022030108,381
1425,2022030109,1030
1426,2022030110,1413
1427,2022030111,1426
1428,2022030112,1051
1429,2022030113,521
1430,2022030114,-58
1431,2022030115,-572
1432,2022030116,-849
1433,2022030117,-929
1434,2022030118,-659
1435,2022030119,-189
1436,2022030120,432
1437,2022030121,992
1438,2022030122,1336
1439,2022030123,1282
1440,2022030200,815
1441,2022030201,213
1442,2022030202,-474
1443,2022030203,-970
1444,2022030204,-1415
1445,2022030205,-1543
1446,2022030206,-1375
1447,2022030207,-937
1448,2022030208,-65
1449,2022030209,705
1450,2022030210,1322
1451,2022030211,1553
1452,2022030212,1407
1453,2022030213,903
1454,2022030214,301
1455,2022030215,-310
1456,2022030216,-779
1457,2022030217,-1014
1458,2022030218,-1028
1459,2022030219,-692
1460,2022030220,-136
1461,2022030221,521
1462,2022030222,1059
1463,2022030223,1302
1464,2022030300,1122
1465,2022030301,589
1466,2022030302,-115
1467,2022030303,-796
1468,2022030304,-1265
1469,2022030305,-1591
1470,2022030306,-1651
1471,2022030307,-1510
1472,2022030308,-954
1473,2022030309,-17
1474,2022030310,738
1475,2022030311,1255
1476,2022030312,1384.571429
1477,2022030313,1110
1478,2022030314,554
1479,2022030315,-60
1480,2022030316,-642
1481,2022030317,-980
1482,2022030318,-1178
1483,2022030319,-1027
1484,2022030320,-547
1485,2022030321,106
1486,2022030322,787
1487,2022030323,1288
1488,2022030400,1440
1489,2022030401,1110
1490,2022030402,501
1491,2022030403,-216
1492,2022030404,-818
1493,2022030405,-1279
1494,2022030406,-1518
1495,2022030407,-1458
1496,2022030408,-1092
1497,2022030409,-300
1498,2022030410,473
1499,2022030411,1092
1500,2022030412,1447
1501,2022030413,1375
1502,2022030414,880
1503,2022030415,283
1504,2022030416,-334
1505,2022030417,-818
1506,2022030418,-1123
1507,2022030419,-1167
1508,2022030420,-914
1509,2022030421,-306
1510,2022030422,389
1511,2022030423,1049
1512,2022030500,1421
1513,2022030501,1364
1514,2022030502,936
1515,2022030503,302
1516,2022030504,-367
1517,2022030505,-875
1518,2022030506,-1272
1519,2022030507,-1378
1520,2022030508,-1149
1521,2022030509,-592
1522,2022030510,109
1523,2022030511,837
1524,2022030512,1316
1525,2022030513,1431
1526,2022030514,1173
1527,2022030515,664
1528,2022030516,32
1529,2022030517,-570
1530,2022030518,-943
1531,2022030519,-1190
1532,2022030520,-1069
1533,2022030521,-647
1534,2022030522,-23
1535,2022030523,694
1536,2022030600,1218
1537,2022030601,1441
1538,2022030602,1264
1539,2022030603,757
1540,2022030604,132
1541,2022030605,-505
1542,2022030606,-894
1543,2022030607,-1172
1544,2022030608,-1155
1545,2022030609,-842
1546,2022030610,-182
1547,2022030611,500
1548,2022030612,1005
1549,2022030613,1315
1550,2022030614,1263
1551,2022030615,909
1552,2022030616,287
1553,2022030617,-315
1554,2022030618,-807
1555,2022030619,-1124
1556,2022030620,-1223
1557,2022030621,-1013
1558,2022030622,-480
1559,2022030623,157
1560,2022030700,754
1561,2022030701,1202
1562,2022030702,1268
1563,2022030703,1021
1564,2022030704,507
1565,2022030705,-116
1566,2022030706,-682
1567,2022030707,-926
1568,2022030708,-1071
1569,2022030709,-940
1570,2022030710,-537
1571,2022030711,66
1572,2022030712,661
1573,2022030713,1081
1574,2022030714,1232
1575,2022030715,1013
1576,2022030716,566
1577,2022030717,-22
1578,2022030718,-608
1579,2022030719,-948
1580,2022030720,-1227
1581,2022030721,-1193
1582,2022030722,-911
1583,2022030723,-291
1584,2022030800,313
1585,2022030801,833
1586,2022030802,1122
1587,2022030803,1052
1588,2022030804,738
1589,2022030805,277
1590,2022030806,-232
1591,2022030807,-667
1592,2022030808,-890
1593,2022030809,-905
1594,2022030810,-682
1595,2022030811,-286
1596,2022030812,247
1597,2022030813,687
1598,2022030814,983
1599,2022030815,980
1600,2022030816,683
1601,2022030817,193
1602,2022030818,-361
1603,2022030819,-806
1604,2022030820,-1110
1605,2022030821,-1227
1606,2022030822,-1089
1607,2022030823,-655
1608,2022030900,-124
1609,2022030901,423
1610,2022030902,837
1611,2022030903,1013
1612,2022030904,919
1613,2022030905,566
1614,2022030906,120
1615,2022030907,-291
1616,2022030908,-616
1617,2022030909,-755
1618,2022030910,-665
1619,2022030911,-388
1620,2022030912,26
1621,2022030913,475
1622,2022030914,803
1623,2022030915,940
1624,2022030916,803
1625,2022030917,490
1626,2022030918,-3
1627,2022030919,-472
1628,2022030920,-823
1629,2022030921,-1035
1630,2022030922,-1065
1631,2022030923,-881
1632,2022031000,-448
1633,2022031001,23
1634,2022031002,476
1635,2022031003,812
1636,2022031004,907
1637,2022031005,779
1638,2022031006,471
1639,2022031007,137
1640,2022031008,-246
1641,2022031009,-487
1642,2022031010,-561
1643,2022031011,-462
1644,2022031012,-228
1645,2022031013,97
1646,2022031014,456
1647,2022031015,696
1648,2022031016,752
1649,2022031017,589
1650,2022031018,266
1651,2022031019,-103
1652,2022031020,-520
1653,2022031021,-806
1654,2022031022,-975
1655,2022031023,-971
1656,2022031100,-765
1657,2022031101,-436
1658,2022031102,-9
1659,2022031103,368
1660,2022031104,656
1661,2022031105,757
1662,2022031106,674
1663,2022031107,447
1664,2022031108,179
1665,2022031109,-103
1666,2022031110,-264
1667,2022031111,-336
1668,2022031112,-295
1669,2022031113,-130
1670,2022031114,125
1671,2022031115,373
1672,2022031116,545
1673,2022031117,590
1674,2022031118,474
1675,2022031119,234
1676,2022031120,-81
1677,2022031121,-390
1678,2022031122,-645
1679,2022031123,-797
1680,2022031200,-810
1681,2022031201,-642
1682,2022031202,-405
1683,2022031203,-68
1684,2022031204,289
1685,2022031205,571
1686,2022031206,745
1687,2022031207,741
1688,2022031208,624
1689,2022031209,440
1690,2022031210,135
1691,2022031211,-87
1692,2022031212,-203
1693,2022031213,-218
1694,2022031214,-125
1695,2022031215,59
1696,2022031216,298
1697,2022031217,491
1698,2022031218,553
1699,2022031219,539
1700,2022031220,402
1701,2022031221,76
1702,2022031222,-230
1703,2022031223,-548
1704,2022031300,-769
1705,2022031301,-847
1706,2022031302,-808
1707,2022031303,-604
1708,2022031304,-298
1709,2022031305,106
1710,2022031306,464
1711,2022031307,692
1712,2022031308,782
1713,2022031309,668
1714,2022031310,474
1715,2022031311,175
1716,2022031312,-117
1717,2022031313,-282
1718,2022031314,-349
1719,2022031315,-301
1720,2022031316,-136
1721,2022031317,101
1722,2022031318,366
1723,2022031319,548
1724,2022031320,580
1725,2022031321,470
1726,2022031322,217
1727,2022031323,-132
1728,2022031400,-489
1729,2022031401,-770
1730,2022031402,-871
1731,2022031403,-884
1732,2022031404,-641
1733,2022031405,-292
1734,2022031406,178
1735,2022031407,611
1736,2022031408,963
1737,2022031409,1067
1738,2022031410,967
1739,2022031411,715
1740,2022031412,332
1741,2022031413,-25
1742,2022031414,-322
1743,2022031415,-441
1744,2022031416,-420
1745,2022031417,-233
1746,2022031418,134
1747,2022031419,455
1748,2022031420,745
1749,2022031421,828
1750,2022031422,667
1751,2022031423,424
1752,2022031500,-30
1753,2022031501,-509
1754,2022031502,-809
1755,2022031503,-978
1756,2022031504,-1014
1757,2022031505,-742
1758,2022031506,-289
1759,2022031507,250
1760,2022031508,793
1761,2022031509,1169
1762,2022031510,1265
1763,2022031511,1078
1764,2022031512,704.5
1765,2022031513,219
1766,2022031514,-203
1767,2022031515,-539
1768,2022031516,-633
1769,2022031517,-530
1770,2022031518,-213
1771,2022031519,190
1772,2022031520,635
1773,2022031521,929
1774,2022031522,981
1775,2022031523,729
1776,2022031600,317
1777,2022031601,-196
1778,2022031602,-722
1779,2022031603,-976
1780,2022031604,-1195
1781,2022031605,-1145
1782,2022031606,-800
1783,2022031607,-209
1784,2022031608,425
1785,2022031609,967
1786,2022031610,1276
1787,2022031611,1280
1788,2022031612,950
1789,2022031613,456
1790,2022031614,-60
1791,2022031615,-480
1792,2022031616,-750
1793,2022031617,-753
1794,2022031618,-505
1795,2022031619,-81
1796,2022031620,443
1797,2022031621,895
1798,2022031622,1179
1799,2022031623,1073
1800,2022031700,709
1801,2022031701,200
1802,2022031702,-402
1803,2022031703,-825
1804,2022031704,-1105
1805,2022031705,-1223
1806,2022031706,-1035
1807,2022031707,-465
1808,2022031708,219
1809,2022031709,895
1810,2022031710,1357
1811,2022031711,1469
1812,2022031712,1199
1813,2022031713,722
1814,2022031714,199
1815,2022031715,-315
1816,2022031716,-677
1817,2022031717,-829
1818,2022031718,-693
1819,2022031719,-276
1820,2022031720,259
1821,2022031721,843
1822,2022031722,1284
1823,2022031723,1421
1824,2022031800,1182
1825,2022031801,657
1826,2022031802,22
1827,2022031803,-586
1828,2022031804,-930
1829,2022031805,-1190
1830,2022031806,-1143
1831,2022031807,-716
1832,2022031808,-67
1833,2022031809,635
1834,2022031810,1269
1835,2022031811,1555
1836,2022031812,1495
1837,2022031813,1068
1838,2022031814,472
1839,2022031815,-143
1840,2022031816,-631
1841,2022031817,-858
1842,2022031818,-903
1843,2022031819,-602
1844,2022031820,-66
1845,2022031821,612
1846,2022031822,1199
1847,2022031823,1565
1848,2022031900,1501
1849,2022031901,1079
1850,2022031902,457
1851,2022031903,-265
1852,2022031904,-807
1853,2022031905,-1138
1854,2022031906,-1353
1855,2022031907,-1127
1856,2022031908,-581
1857,2022031909,138
1858,2022031910,849
1859,2022031911,1352
1860,2022031912,1466
1861,2022031913,1191
1862,2022031914,692
1863,2022031915,14
1864,2022031916,-588
1865,2022031917,-902
1866,2022031918,-1127
1867,2022031919,-1031
1868,2022031920,-500
1869,2022031921,164
1870,2022031922,879
1871,2022031923,1395
1872,2022032000,1630
1873,2022032001,1410
1874,2022032002,881
1875,2022032003,182
1876,2022032004,-454
1877,2022032005,-887
1878,2022032006,-1195
1879,2022032007,-1200
1880,2022032008,-822
1881,2022032009,-185
1882,2022032010,568
1883,2022032011,1157
1884,2022032012,1483
1885,2022032013,1442
1886,2022032014,962
1887,2022032015,342
1888,2022032016,-339
1889,2022032017,-802
1890,2022032018,-1162
1891,2022032019,-1277
1892,2022032020,-1063
1893,2022032021,-405
1894,2022032022,341
1895,2022032023,985
1896,2022032100,1439
1897,2022032101,1518
1898,2022032102,1141
1899,2022032103,544
1900,2022032104,-101
1901,2022032105,-702
1902,2022032106,-988
1903,2022032107,-1201
1904,2022032108,-1067
1905,2022032109,-533
1906,2022032110,161
1907,2022032111,837
1908,2022032112,1303
1909,2022032113,1437
1910,2022032114,1143
1911,2022032115,621
1912,2022032116,-17
1913,2022032117,-625
1914,2022032118,-992
1915,2022032119,-1281
1916,2022032120,-1222
1917,2022032121,-790
1918,2022032122,-87
1919,2022032123,656
1920,2022032200,1263
1921,2022032201,1574
1922,2022032202,1502
1923,2022032203,1143
1924,2022032204,514
1925,2022032205,-83
1926,2022032206,-570
1927,2022032207,-826
1928,2022032208,-899
1929,2022032209,-606
1930,2022032210,-107
1931,2022032211,577
1932,2022032212,1103
1933,2022032213,1410
1934,2022032214,1370
1935,2022032215,1039
1936,2022032216,473
1937,2022032217,-190
1938,2022032218,-755
1939,2022032219,-1063
1940,2022032220,-1252
1941,2022032221,-1081
1942,2022032222,-509
1943,2022032223,153
1944,2022032300,741
1945,2022032301,1236
1946,2022032302,1465
1947,2022032303,1368
1948,2022032304,953
1949,2022032305,392
1950,2022032306,-178
1951,2022032307,-644
1952,2022032308,-881
1953,2022032309,-780
1954,2022032310,-482
1955,2022032311,-33
1956,2022032312,517
1957,2022032313,1007
1958,2022032314,1147
1959,2022032315,1011
1960,2022032316,614
1961,2022032317,26
1962,2022032318,-555
1963,2022032319,-986
1964,2022032320,-1316
1965,2022032321,-1403
1966,2022032322,-1225
1967,2022032323,-610
1968,2022032400,14
1969,2022032401,636
1970,2022032402,1062
1971,2022032403,1253
1972,2022032404,1069
1973,2022032405,716
1974,2022032406,245
1975,2022032407,-238
1976,2022032408,-608
1977,2022032409,-767
1978,2022032410,-677
1979,2022032411,-401
1980,2022032412,61
1981,2022032413,532
1982,2022032414,951
1983,2022032415,1037
1984,2022032416,872
1985,2022032417,482
1986,2022032418,-101
1987,2022032419,-652
1988,2022032420,-1012
1989,2022032421,-1334
1990,2022032422,-1389
1991,2022032423,-1186
1992,2022032500,-614
1993,2022032501,-20
1994,2022032502,596
1995,2022032503,1009
1996,2022032504,1150
1997,2022032505,1038
1998,2022032506,778
1999,2022032507,373
2000,2022032508,-29
2001,2022032509,-336
2002,2022032510,-469
2003,2022032511,-419
2004,2022032512,-161
2005,2022032513,164
2006,2022032514,546
2007,2022032515,882
2008,2022032516,973
2009,2022032517,834
2010,2022032518,399
2011,2022032519,-22
2012,2022032520,-529
2013,2022032521,-868
2014,2022032522,-1153
2015,2022032523,-1227
2016,2022032600,-1083
2017,2022032601,-649
2018,2022032602,-120
2019,2022032603,405
2020,2022032604,825
2021,2022032605,1034
2022,2022032606,1039
2023,2022032607,831
2024,2022032608,533
2025,2022032609,134
2026,2022032610,-142
2027,2022032611,-280
2028,2022032612,-286
2029,2022032613,-125
2030,2022032614,176
2031,2022032615,542
2032,2022032616,831
2033,2022032617,1029
2034,2022032618,1015
2035,2022032619,751
2036,2022032620,358
2037,2022032621,-106
2038,2022032622,-542
2039,2022032623,-790
2040,2022032700,-868
2041,2022032701,-784
2042,2022032702,-525
2043,2022032703,-50
2044,2022032704,443
2045,2022032705,834
2046,2022032706,1065
2047,2022032707,1169
2048,2022032708,1011
2049,2022032709,715
2050,2022032710,323
2051,2022032711,-53
2052,2022032712,-362
2053,2022032713,-445
2054,2022032714,-420
2055,2022032715,-232
2056,2022032716,73
2057,2022032717,360
2058,2022032718,631
2059,2022032719,697
2060,2022032720,583
2061,2022032721,271
2062,2022032722,-199
2063,2022032723,-663
2064,2022032800,-957
2065,2022032801,-1234
2066,2022032802,-1283
2067,2022032803,-1121
2068,2022032804,-675
2069,2022032805,-144
2070,2022032806,390
2071,2022032807,819
2072,2022032808,1140
2073,2022032809,1048
2074,2022032810,756
2075,2022032811,411
2076,2022032812,-44
2077,2022032813,-407
2078,2022032814,-614
2079,2022032815,-627
2080,2022032816,-444
2081,2022032817,-172
2082,2022032818,268
2083,2022032819,604
2084,2022032820,929
2085,2022032821,833
2086,2022032822,592
2087,2022032823,119
2088,2022032900,-425
2089,2022032901,-822
2090,2022032902,-1073
2091,2022032903,-1249
2092,2022032904,-1129
2093,2022032905,-682
2094,2022032906,-122
2095,2022032907,496
2096,2022032908,1009
2097,2022032909,1260
2098,2022032910,1254
2099,2022032911,908
2100,2022032912,432
2101,2022032913,-108
2102,2022032914,-548
2103,2022032915,-774
2104,2022032916,-792
2105,2022032917,-570
2106,2022032918,-174
2107,2022032919,360
2108,2022032920,810
2109,2022032921,1120
2110,2022032922,1081
2111,2022032923,719
2112,2022033000,164
2113,2022033001,-461
2114,2022033002,-863
2115,2022033003,-1196
2116,2022033004,-1395
2117,2022033005,-1235
2118,2022033006,-814
2119,2022033007,-62
2120,2022033008,620
2121,2022033009,1191
2122,2022033010,1429
2123,2022033011,1288
2124,2022033012,829
2125,2022033013,248
2126,2022033014,-326
2127,2022033015,-765
2128,2022033016,-933
2129,2022033017,-931
2130,2022033018,-596
2131,2022033019,-27
2132,2022033020,552
2133,2022033021,1099
2134,2022033022,1335
2135,2022033023,1231
2136,2022033100,736
2137,2022033101,135
2138,2022033102,-511
2139,2022033103,-900
2140,2022033104,-1220
2141,2022033105,-1291
2142,2022033106,-1072
2143,2022033107,-411
2144,2022033108,277
2145,2022033109,981
2146,2022033110,1418
2147,2022033111,1465
2148,2022033112,1128
2149,2022033113,609
2150,2022033114,30
2151,2022033115,-518
2152,2022033116,-847
2153,2022033117,-999
2154,2022033118,-857
2155,2022033119,-382
2156,2022033120,248
2157,2022033121,855
2158,2022033122,1297
2159,2022033123,1396
2160,2022040100,1076
2161,2022040101,610
2162,2022040102,-33
2163,2022040103,-679
2164,2022040104,-1013
2165,2022040105,-1302
2166,2022040106,-1245
2167,2022040107,-931
2168,2022040108,-205
2169,2022040109,483
2170,2022040110,1017
2171,2022040111,1278
2172,2022040112,1206
2173,2022040113,780
2174,2022040114,196
2175,2022040115,-425
2176,2022040116,-879
2177,2022040117,-1183
2178,2022040118,-1262
2179,2022040119,-1035
2180,2022040120,-440
2181,2022040121,255
2182,2022040122,812
2183,2022040123,1170
2184,2022040200,1183
2185,2022040201,784
2186,2022040202,238
2187,2022040203,-419
2188,2022040204,-875
2189,2022040205,-1231
2190,2022040206,-1383
2191,2022040207,-1207
2192,2022040208,-671
2193,2022040209,-17
2194,2022040210,625
2195,2022040211,1047
2196,2022040212,1141
2197,2022040213,872
2198,2022040214,391
2199,2022040215,-267
2200,2022040216,-809
2201,2022040217,-1125
2202,2022040218,-1379
2203,2022040219,-1298
2204,2022040220,-951
2205,2022040221,-209
2206,2022040222,535
2207,2022040223,1064
2208,2022040300,1330
2209,2022040301,1161
2210,2022040302,691
2211,2022040303,99
2212,2022040304,-558
2213,2022040305,-918
2214,2022040306,-1196
2215,2022040307,-1200
2216,2022040308,-936
2217,2022040309,-306
2218,2022040310,357
2219,2022040311,864
2220,2022040312,1173
2221,2022040313,1060
2222,2022040314,616
2223,2022040315,10
2224,2022040316,-603
2225,2022040317,-989
2226,2022040318,-1323
2227,2022040319,-1401
2228,2022040320,-1193
2229,2022040321,-592
2230,2022040322,110
2231,2022040323,761
2232,2022040400,1217
2233,2022040401,1325
2234,2022040402,1003
2235,2022040403,474
2236,2022040404,-152
2237,2022040405,-731
2238,2022040406,-987
2239,2022040407,-1160
2240,2022040408,-1021
2241,2022040409,-591
2242,2022040410,11
2243,2022040411,624
2244,2022040412,1027
2245,2022040413,1117
2246,2022040414,812
2247,2022040415,298
2248,2022040416,-349
2249,2022040417,-846
2250,2022040418,-1231
2251,2022040419,-1456
2252,2022040420,-1435
2253,2022040421,-1103
2254,2022040422,-337
2255,2022040423,372
2256,2022040500,941
2257,2022040501,1234
2258,2022040502,1167
2259,2022040503,786
2260,2022040504,269
2261,2022040505,-304
2262,2022040506,-747
2263,2022040507,-951
2264,2022040508,-979
2265,2022040509,-705
2266,2022040510,-230
2267,2022040511,341
2268,2022040512,821
2269,2022040513,1076
2270,2022040514,987
2271,2022040515,626
2272,2022040516,88
2273,2022040517,-502
2274,2022040518,-900
2275,2022040519,-1220
2276,2022040520,-1335
2277,2022040521,-1174
2278,2022040522,-628
2279,2022040523,-9
2280,2022040600,609
2281,2022040601,1054
2282,2022040602,1211
2283,2022040603,1055
2284,2022040604,641
2285,2022040605,147
2286,2022040606,-320
2287,2022040607,-667
2288,2022040608,-796
2289,2022040609,-694
2290,2022040610,-384
2291,2022040611,85
2292,2022040612,578
2293,2022040613,933
2294,2022040614,1003
2295,2022040615,754
2296,2022040616,312
2297,2022040617,-213
2298,2022040618,-724
2299,2022040619,-979
2300,2022040620,-1227
2301,2022040621,-1236
2302,2022040622,-998
2303,2022040623,-389
2304,2022040700,215
2305,2022040701,735
2306,2022040702,1046
2307,2022040703,1059
2308,2022040704,842
2309,2022040705,463
2310,2022040706,15
2311,2022040707,-368
2312,2022040708,-613
2313,2022040709,-652
2314,2022040710,-492
2315,2022040711,-180
2316,2022040712,258
2317,2022040713,620
2318,2022040714,845
2319,2022040715,803
2320,2022040716,509
2321,2022040717,111
2322,2022040718,-388
2323,2022040719,-804
2324,2022040720,-1053
2325,2022040721,-1221
2326,2022040722,-1120
2327,2022040723,-737
2328,2022040800,-256
2329,2022040801,284
2330,2022040802,703
2331,2022040803,939
2332,2022040804,909
2333,2022040805,680
2334,2022040806,324
2335,2022040807,-52
2336,2022040808,-353
2337,2022040809,-522
2338,2022040810,-517
2339,2022040811,-342
2340,2022040812,-34
2341,2022040813,309
2342,2022040814,586
2343,2022040815,710
2344,2022040816,616
2345,2022040817,422
2346,2022040818,-39
2347,2022040819,-482
2348,2022040820,-797
2349,2022040821,-985
2350,2022040822,-1070
2351,2022040823,-934
2352,2022040900,-541
2353,2022040901,-119
2354,2022040902,327
2355,2022040903,668
2356,2022040904,853
2357,2022040905,819
2358,2022040906,621
2359,2022040907,332
2360,2022040908,3
2361,2022040909,-223
2362,2022040910,-341
2363,2022040911,-320
2364,2022040912,-164
2365,2022040913,63
2366,2022040914,342
2367,2022040915,564
2368,2022040916,654
2369,2022040917,551
2370,2022040918,329
2371,2022040919,-18
2372,2022040920,-364
2373,2022040921,-638
2374,2022040922,-808
2375,2022040923,-846
2376,2022041000,-685
2377,2022041001,-443
2378,2022041002,-80
2379,2022041003,311
2380,2022041004,637
2381,2022041005,813
2382,2022041006,807
2383,2022041007,683
2384,2022041008,463
2385,2022041009,177
2386,2022041010,-56
2387,2022041011,-203
2388,2022041012,-233
2389,2022041013,-157
2390,2022041014,20
2391,2022041015,244
2392,2022041016,459
2393,2022041017,566
2394,2022041018,532
2395,2022041019,375
2396,2022041020,134
2397,2022041021,-159
2398,2022041022,-441
2399,2022041023,-628
2400,2022041100,-695
2401,2022041101,-634
2402,2022041102,-452
2403,2022041103,-135
2404,2022041104,255
2405,2022041105,593
2406,2022041106,826
2407,2022041107,916
2408,2022041108,813
2409,2022041109,592
2410,2022041110,305
2411,2022041111,13
2412,2022041112,-208
2413,2022041113,-324
2414,2022041114,-294
2415,2022041115,-140
2416,2022041116,97
2417,2022041117,356
2418,2022041118,564
2419,2022041119,640
2420,2022041120,553
2421,2022041121,312
2422,2022041122,4
2423,2022041123,-313
2424,2022041200,-609
2425,2022041201,-761
2426,2022041202,-760
2427,2022041203,-584
2428,2022041204,-267
2429,2022041205,162
2430,2022041206,595
2431,2022041207,938
2432,2022041208,1104
2433,2022041209,1019
2434,2022041210,757
2435,2022041211,400
2436,2022041212,13
2437,2022041213,-293
2438,2022041214,-452
2439,2022041215,-460
2440,2022041216,-281
2441,2022041217,25
2442,2022041218,393
2443,2022041219,696
2444,2022041220,872
2445,2022041221,794
2446,2022041222,534
2447,2022041223,165
2448,2022041300,-271
2449,2022041301,-648
2450,2022041302,-823
2451,2022041303,-880
2452,2022041304,-675
2453,2022041305,-295
2454,2022041306,214
2455,2022041307,746
2456,2022041308,1151
2457,2022041309,1282
2458,2022041310,1158
2459,2022041311,808
2460,2022041312,370
2461,2022041313,-97
2462,2022041314,-449
2463,2022041315,-620
2464,2022041316,-563
2465,2022041317,-292
2466,2022041318,96
2467,2022041319,572
2468,2022041320,980
2469,2022041321,1162
2470,2022041322,1035
2471,2022041323,645
2472,2022041400,168
2473,2022041401,-375
2474,2022041402,-775
2475,2022041403,-903
2476,2022041404,-847
2477,2022041405,-663
2478,2022041406,-179
2479,2022041407,463
2480,2022041408,1001
2481,2022041409,1339
2482,2022041410,1382
2483,2022041411,1062
2484,2022041412,581
2485,2022041413,99
2486,2022041414,-414
2487,2022041415,-749
2488,2022041416,-846
2489,2022041417,-695
2490,2022041418,-315
2491,2022041419,233
2492,2022041420,812
2493,2022041421,1226
2494,2022041422,1331
2495,2022041423,1103
2496,2022041500,624
2497,2022041501,51
2498,2022041502,-513
2499,2022041503,-833
2500,2022041504,-1017
2501,2022041505,-1024
2502,2022041506,-609
2503,2022041507,-10
2504,2022041508,650
2505,2022041509,1198
2506,2022041510,1480
2507,2022041511,1391
2508,2022041512,979
2509,2022041513,434
2510,2022041514,-180
2511,2022041515,-690
2512,2022041516,-879
2513,2022041517,-975
2514,2022041518,-709
2515,2022041519,-181
2516,2022041520,476
2517,2022041521,1049
2518,2022041522,1366
2519,2022041523,1386
2520,2022041600,1048
2521,2022041601,473
2522,2022041602,-174
2523,2022041603,-749
2524,2022041604,-969
2525,2022041605,-1139
2526,2022041606,-999
2527,2022041607,-400
2528,2022041608,255
2529,2022041609,861
2530,2022041610,1344
2531,2022041611,1382
2532,2022041612,1122
2533,2022041613,565
2534,2022041614,-93
2535,2022041615,-724
2536,2022041616,-991
2537,2022041617,-1238
2538,2022041618,-1192
2539,2022041619,-669
2540,2022041620,-54
2541,2022041621,595
2542,2022041622,1089
2543,2022041623,1329
2544,2022041700,1170
2545,2022041701,683
2546,2022041702,77
2547,2022041703,-573
2548,2022041704,-916
2549,2022041705,-1174
2550,2022041706,-1242
2551,2022041707,-999
2552,2022041708,-239
2553,2022041709,482
2554,2022041710,1051
2555,2022041711,1348
2556,2022041712,1223
2557,2022041713,762
2558,2022041714,94
2559,2022041715,-607
2560,2022041716,-964
2561,2022041717,-1338
2562,2022041718,-1469
2563,2022041719,-1290
2564,2022041720,-552
2565,2022041721,220
2566,2022041722,937
2567,2022041723,1422
2568,2022041800,1544
2569,2022041801,1201
2570,2022041802,650
2571,2022041803,-29
2572,2022041804,-643
2573,2022041805,-948
2574,2022041806,-1183
2575,2022041807,-1069
2576,2022041808,-537
2577,2022041809,158
2578,2022041810,820
2579,2022041811,1288
2580,2022041812,1415
2581,2022041813,1102
2582,2022041814,485
2583,2022041815,-238
2584,2022041816,-819
2585,2022041817,-1211
2586,2022041818,-1524
2587,2022041819,-1518
2588,2022041820,-1191
2589,2022041821,-320
2590,2022041822,477
2591,2022041823,1166
2592,2022041900,1510
2593,2022041901,1434
2594,2022041902,1024
2595,2022041903,396
2596,2022041904,-215
2597,2022041905,-738
2598,2022041906,-984
2599,2022041907,-1123
2600,2022041908,-912
2601,2022041909,-303
2602,2022041910,356
2603,2022041911,948
2604,2022041912,1294
2605,2022041913,1213
2606,2022041914,774
2607,2022041915,119
2608,2022041916,-576
2609,2022041917,-999
2610,2022041918,-1442
2611,2022041919,-1649
2612,2022041920,-1513
2613,2022041921,-1107
2614,2022041922,-156
2615,2022041923,603
2616,2022042000,1193
2617,2022042001,1477
2618,2022042002,1359
2619,2022042003,905
2620,2022042004,328
2621,2022042005,-238
2622,2022042006,-700
2623,2022042007,-935
2624,2022042008,-930
2625,2022042009,-567
2626,2022042010,-65
2627,2022042011,558
2628,2022042012,1060
2629,2022042013,1270
2630,2022042014,1069
2631,2022042015,561
2632,2022042016,-91
2633,2022042017,-749
2634,2022042018,-1128
2635,2022042019,-1493
2636,2022042020,-1600
2637,2022042021,-1379
2638,2022042022,-756
2639,2022042023,26
2640,2022042100,727
2641,2022042101,1240
2642,2022042102,1419
2643,2022042103,1235
2644,2022042104,778
2645,2022042105,257
2646,2022042106,-242
2647,2022042107,-650
2648,2022042108,-797
2649,2022042109,-699
2650,2022042110,-381
2651,2022042111,95
2652,2022042112,633
2653,2022042113,1003
2654,2022042114,1091
2655,2022042115,855
2656,2022042116,357
2657,2022042117,-247
2658,2022042118,-802
2659,2022042119,-1183
2660,2022042120,-1481
2661,2022042121,-1479
2662,2022042122,-1206
2663,2022042123,-550
2664,2022042200,122
2665,2022042201,749
2666,2022042202,1165
2667,2022042203,1296
2668,2022042204,1133
2669,2022042205,719
2670,2022042206,250
2671,2022042207,-195
2672,2022042208,-515
2673,2022042209,-648
2674,2022042210,-556
2675,2022042211,-242
2676,2022042212,158
2677,2022042213,605
2678,2022042214,915
2679,2022042215,974
2680,2022042216,740
2681,2022042217,310
2682,2022042218,-215
2683,2022042219,-743
2684,2022042220,-1071
2685,2022042221,-1359
2686,2022042222,-1324
2687,2022042223,-1078
2688,2022042300,-519
2689,2022042301,92
2690,2022042302,673
